Type,sensorID,timeStamp,soundMax
Bioacoustic 1,1,25680,56
Bioacoustic 1,1,25686,37
Bioacoustic 1,1,25692,8
Bioacoustic 1,1,25698,47
Bioacoustic 1,1,25704,12
Bioacoustic 1,1,25710,14
Bioacoustic 1,1,25716,55
Bioacoustic 1,1,25722,22
Bioacoustic 1,1,25728,39
Bioacoustic 1,1,25734,56
Bioacoustic 1,1,25740,59
Bioacoustic 1,1,25746,13
Bioacoustic 1,1,25752,54
Bioacoustic 1,1,25758,38
Bioacoustic 1,1,25764,13
Bioacoustic 1,1,25770,47
Bioacoustic 1,1,25776,15
Bioacoustic 1,1,25782,19
Bioacoustic 1,1,25788,48
Bioacoustic 1,1,25794,16
Bioacoustic 1,1,25800,43
Bioacoustic 1,1,25806,24
Bioacoustic 1,1,25812,27
Bioacoustic 1,1,25818,28
Bioacoustic 1,1,25824,18
Bioacoustic 1,1,25830,59
Bioacoustic 1,1,25836,18
Bioacoustic 1,1,25842,12
Bioacoustic 1,1,25848,11
Bioacoustic 1,1,25854,59
Bioacoustic 1,1,25860,38
Bioacoustic 1,1,25866,16
Bioacoustic 1,1,25872,37
Bioacoustic 1,1,25878,22
Bioacoustic 1,1,25884,15
Bioacoustic 1,1,25890,24
Bioacoustic 1,1,25896,52
Bioacoustic 1,1,25902,23
Bioacoustic 1,1,25908,17
Bioacoustic 1,1,25914,17
Bioacoustic 1,1,25920,8
Bioacoustic 1,1,25926,7
Bioacoustic 1,1,25932,15
Bioacoustic 1,1,25938,12
Bioacoustic 1,1,25944,11
Bioacoustic 1,1,25950,60
Bioacoustic 1,1,25956,41
Bioacoustic 1,1,25962,56
Bioacoustic 1,1,25968,6
Bioacoustic 1,1,25974,6
Bioacoustic 1,1,25980,45
Bioacoustic 1,1,25986,30
Bioacoustic 1,1,25992,47
Bioacoustic 1,1,25998,59
Bioacoustic 1,1,26004,38
Bioacoustic 1,1,26010,58
Bioacoustic 1,1,26016,55
Bioacoustic 1,1,26022,24
Bioacoustic 1,1,26028,43
Bioacoustic 1,1,26034,15
Bioacoustic 1,1,26040,60
Bioacoustic 1,1,26046,57
Bioacoustic 1,1,26052,43
Bioacoustic 1,1,26058,8
Bioacoustic 1,1,26064,13
Bioacoustic 1,1,26070,35
Bioacoustic 1,1,26076,38
Bioacoustic 1,1,26082,32
Bioacoustic 1,1,26088,41
Bioacoustic 1,1,26094,19
Bioacoustic 1,1,26100,34
Bioacoustic 1,1,26106,28
Bioacoustic 1,1,26112,32
Bioacoustic 1,1,26118,24
Bioacoustic 1,1,26124,40
Bioacoustic 1,1,26130,54
Bioacoustic 1,1,26136,19
Bioacoustic 1,1,26142,46
Bioacoustic 1,1,26148,7
Bioacoustic 1,1,26154,43
Bioacoustic 1,1,26160,12
Bioacoustic 1,1,26166,55
Bioacoustic 1,1,26172,29
Bioacoustic 1,1,26178,24
Bioacoustic 1,1,26184,5
Bioacoustic 1,1,26190,39
Bioacoustic 1,1,26196,11
Bioacoustic 1,1,26202,28
Bioacoustic 1,1,26208,33
Bioacoustic 1,1,26214,14
Bioacoustic 1,1,26220,21
Bioacoustic 1,1,26226,35
Bioacoustic 1,1,26232,11
Bioacoustic 1,1,26238,45
Bioacoustic 1,1,26244,7
Bioacoustic 1,1,26250,32
Bioacoustic 1,1,26256,39
Bioacoustic 1,1,26262,52
Bioacoustic 1,1,26268,59
Bioacoustic 1,1,26274,14
Bioacoustic 1,1,26280,11
Bioacoustic 1,1,26286,26
Bioacoustic 1,1,26292,16
Bioacoustic 1,1,26298,30
Bioacoustic 1,1,26304,60
Bioacoustic 1,1,26310,21
Bioacoustic 1,1,26316,42
Bioacoustic 1,1,26322,33
Bioacoustic 1,1,26328,59
Bioacoustic 1,1,26334,48
Bioacoustic 1,1,26340,25
Bioacoustic 1,1,26346,6
Bioacoustic 1,1,26352,35
Bioacoustic 1,1,26358,27
Bioacoustic 1,1,26364,27
Bioacoustic 1,1,26370,44
Bioacoustic 1,1,26376,9
Bioacoustic 1,1,26382,54
Bioacoustic 1,1,26388,36
Bioacoustic 1,1,26394,56
Bioacoustic 1,1,26400,9
Bioacoustic 1,1,26406,31
Bioacoustic 1,1,26412,47
Bioacoustic 1,1,26418,14
Bioacoustic 1,1,26424,26
Bioacoustic 1,1,26430,19
Bioacoustic 1,1,26436,20
Bioacoustic 1,1,26442,17
Bioacoustic 1,1,26448,9
Bioacoustic 1,1,26454,10
Bioacoustic 1,1,26460,16
Bioacoustic 1,1,26466,60
Bioacoustic 1,1,26472,51
Bioacoustic 1,1,26478,26
Bioacoustic 1,1,26484,47
Bioacoustic 1,1,26490,27
Bioacoustic 1,1,26496,54
Bioacoustic 1,1,26502,59
Bioacoustic 1,1,26508,32
Bioacoustic 1,1,26514,34
Bioacoustic 1,1,26520,32
Bioacoustic 1,1,26526,55
Bioacoustic 1,1,26532,59
Bioacoustic 1,1,26538,23
Bioacoustic 1,1,26544,24
Bioacoustic 1,1,26550,48
Bioacoustic 1,1,26556,51
Bioacoustic 1,1,26562,42
Bioacoustic 1,1,26568,8
Bioacoustic 1,1,26574,12
Bioacoustic 1,1,26580,13
Bioacoustic 1,1,26586,47
Bioacoustic 1,1,26592,8
Bioacoustic 1,1,26598,33
Bioacoustic 1,1,26604,20
Bioacoustic 1,1,26610,21
Bioacoustic 1,1,26616,50
Bioacoustic 1,1,26622,46
Bioacoustic 1,1,26628,45
Bioacoustic 1,1,26634,24
Bioacoustic 1,1,26640,31
Bioacoustic 1,1,26646,31
Bioacoustic 1,1,26652,14
Bioacoustic 1,1,26658,26
Bioacoustic 1,1,26664,46
Bioacoustic 1,1,26670,40
Bioacoustic 1,1,26676,27
Bioacoustic 1,1,26682,14
Bioacoustic 1,1,26688,21
Bioacoustic 1,1,26694,17
Bioacoustic 1,1,26700,23
Bioacoustic 1,1,26706,28
Bioacoustic 1,1,26712,23
Bioacoustic 1,1,26718,42
Bioacoustic 1,1,26724,6
Bioacoustic 1,1,26730,28
Bioacoustic 1,1,26736,25
Bioacoustic 1,1,26742,11
Bioacoustic 1,1,26748,32
Bioacoustic 1,1,26754,7
Bioacoustic 1,1,26760,12
Bioacoustic 1,1,26766,17
Bioacoustic 1,1,26772,46
Bioacoustic 1,1,26778,29
Bioacoustic 1,1,26784,6
Bioacoustic 1,1,26790,16
Bioacoustic 1,1,26796,19
Bioacoustic 1,1,26802,5
Bioacoustic 1,1,26808,32
Bioacoustic 1,1,26814,50
Bioacoustic 1,1,26820,9
Bioacoustic 1,1,26826,32
Bioacoustic 1,1,26832,55
Bioacoustic 1,1,26838,9
Bioacoustic 1,1,26844,16
Bioacoustic 1,1,26850,46
Bioacoustic 1,1,26856,29
Bioacoustic 1,1,26862,14
Bioacoustic 1,1,26868,39
Bioacoustic 1,1,26874,51
Bioacoustic 1,1,26880,9
Bioacoustic 1,1,26886,5
Bioacoustic 1,1,26892,56
Bioacoustic 1,1,26898,29
Bioacoustic 1,1,26904,20
Bioacoustic 1,1,26910,18
Bioacoustic 1,1,26916,39
Bioacoustic 1,1,26922,49
Bioacoustic 1,1,26928,41
Bioacoustic 1,1,26934,8
Bioacoustic 1,1,26940,11
Bioacoustic 1,1,26946,31
Bioacoustic 1,1,26952,34
Bioacoustic 1,1,26958,35
Bioacoustic 1,1,26964,40
Bioacoustic 1,1,26970,43
Bioacoustic 1,1,26976,43
Bioacoustic 1,1,26982,17
Bioacoustic 1,1,26988,60
Bioacoustic 1,1,26994,48
Bioacoustic 1,1,27000,48
Bioacoustic 1,1,27006,8
Bioacoustic 1,1,27012,49
Bioacoustic 1,1,27018,56
Bioacoustic 1,1,27024,39
Bioacoustic 1,1,27030,29
Bioacoustic 1,1,27036,37
Bioacoustic 1,1,27042,33
Bioacoustic 1,1,27048,11
Bioacoustic 1,1,27054,12
Bioacoustic 1,1,27060,28
Bioacoustic 1,1,27066,20
Bioacoustic 1,1,27072,56
Bioacoustic 1,1,27078,57
Bioacoustic 1,1,27084,37
Bioacoustic 1,1,27090,44
Bioacoustic 1,1,27096,7
Bioacoustic 1,1,27102,50
Bioacoustic 1,1,27108,32
Bioacoustic 1,1,27114,30
Bioacoustic 1,1,27120,20
Bioacoustic 1,1,27126,41
Bioacoustic 1,1,27132,45
Bioacoustic 1,1,27138,51
Bioacoustic 1,1,27144,11
Bioacoustic 1,1,27150,13
Bioacoustic 1,1,27156,57
Bioacoustic 1,1,27162,17
Bioacoustic 1,1,27168,43
Bioacoustic 1,1,27174,13
Bioacoustic 1,1,27180,36
Bioacoustic 1,1,27186,49
Bioacoustic 1,1,27192,24
Bioacoustic 1,1,27198,32
Bioacoustic 1,1,27204,37
Bioacoustic 1,1,27210,31
Bioacoustic 1,1,27216,58
Bioacoustic 1,1,27222,50
Bioacoustic 1,1,27228,16
Bioacoustic 1,1,27234,54
Bioacoustic 1,1,27240,46
Bioacoustic 1,1,27246,12
Bioacoustic 1,1,27252,38
Bioacoustic 1,1,27258,46
Bioacoustic 1,1,27264,23
Bioacoustic 1,1,27270,6
Bioacoustic 1,1,27276,44
Bioacoustic 1,1,27282,52
Bioacoustic 1,1,27288,12
Bioacoustic 1,1,27294,29
Bioacoustic 1,1,27300,42
Bioacoustic 1,1,27306,50
Bioacoustic 1,1,27312,46
Bioacoustic 1,1,27318,35
Bioacoustic 1,1,27324,15
Bioacoustic 1,1,27330,49
Bioacoustic 1,1,27336,6
Bioacoustic 1,1,27342,27
Bioacoustic 1,1,27348,31
Bioacoustic 1,1,27354,47
Bioacoustic 1,1,27360,17
Bioacoustic 1,1,27366,30
Bioacoustic 1,1,27372,45
Bioacoustic 1,1,27378,44
Bioacoustic 1,1,27384,56
Bioacoustic 1,1,27390,43
Bioacoustic 1,1,27396,31
Bioacoustic 1,1,27402,56
Bioacoustic 1,1,27408,17
Bioacoustic 1,1,27414,10
Bioacoustic 1,1,27420,23
Bioacoustic 1,1,27426,34
Bioacoustic 1,1,27432,32
Bioacoustic 1,1,27438,36
Bioacoustic 1,1,27444,14
Bioacoustic 1,1,27450,40
Bioacoustic 1,1,27456,50
Bioacoustic 1,1,27462,23
Bioacoustic 1,1,27468,21
Bioacoustic 1,1,27474,13
Bioacoustic 1,1,27480,47
Bioacoustic 1,1,27486,8
Bioacoustic 1,1,27492,59
Bioacoustic 1,1,27498,19
Bioacoustic 1,1,27504,59
Bioacoustic 1,1,27510,35
Bioacoustic 1,1,27516,27
Bioacoustic 1,1,27522,33
Bioacoustic 1,1,27528,53
Bioacoustic 1,1,27534,25
Bioacoustic 1,1,27540,57
Bioacoustic 1,1,27546,20
Bioacoustic 1,1,27552,39
Bioacoustic 1,1,27558,13
Bioacoustic 1,1,27564,37
Bioacoustic 1,1,27570,46
Bioacoustic 1,1,27576,43
Bioacoustic 1,1,27582,52
Bioacoustic 1,1,27588,44
Bioacoustic 1,1,27594,5
Bioacoustic 1,1,27600,48
Bioacoustic 1,1,27606,6
Bioacoustic 1,1,27612,8
Bioacoustic 1,1,27618,32
Bioacoustic 1,1,27624,15
Bioacoustic 1,1,27630,33
Bioacoustic 1,1,27636,32
Bioacoustic 1,1,27642,7
Bioacoustic 1,1,27648,26
Bioacoustic 1,1,27654,16
Bioacoustic 1,1,27660,10
Bioacoustic 1,1,27666,11
Bioacoustic 1,1,27672,19
Bioacoustic 1,1,27678,7
Bioacoustic 1,1,27684,57
Bioacoustic 1,1,27690,36
Bioacoustic 1,1,27696,54
Bioacoustic 1,1,27702,31
Bioacoustic 1,1,27708,57
Bioacoustic 1,1,27714,23
Bioacoustic 1,1,27720,51
Bioacoustic 1,1,27726,14
Bioacoustic 1,1,27732,29
Bioacoustic 1,1,27738,11
Bioacoustic 1,1,27744,48
Bioacoustic 1,1,27750,49
Bioacoustic 1,1,27756,13
Bioacoustic 1,1,27762,25
Bioacoustic 1,1,27768,40
Bioacoustic 1,1,27774,24
Bioacoustic 1,1,27780,50
Bioacoustic 1,1,27786,58
Bioacoustic 1,1,27792,17
Bioacoustic 1,1,27798,29
Bioacoustic 1,1,27804,25
Bioacoustic 1,1,27810,52
Bioacoustic 1,1,27816,25
Bioacoustic 1,1,27822,26
Bioacoustic 1,1,27828,19
Bioacoustic 1,1,27834,60
Bioacoustic 1,1,27840,45
Bioacoustic 1,1,27846,52
Bioacoustic 1,1,27852,45
Bioacoustic 1,1,27858,49
Bioacoustic 1,1,27864,12
Bioacoustic 1,1,27870,58
Bioacoustic 1,1,27876,20
Bioacoustic 1,1,27882,53
Bioacoustic 1,1,27888,34
Bioacoustic 1,1,27894,28
Bioacoustic 1,1,27900,56
Bioacoustic 1,1,27906,5
Bioacoustic 1,1,27912,18
Bioacoustic 1,1,27918,46
Bioacoustic 1,1,27924,19
Bioacoustic 1,1,27930,13
Bioacoustic 1,1,27936,56
Bioacoustic 1,1,27942,25
Bioacoustic 1,1,27948,25
Bioacoustic 1,1,27954,21
Bioacoustic 1,1,27960,26
Bioacoustic 1,1,27966,12
Bioacoustic 1,1,27972,22
Bioacoustic 1,1,27978,49
Bioacoustic 1,1,27984,51
Bioacoustic 1,1,27990,23
Bioacoustic 1,1,27996,55
Bioacoustic 1,1,28002,35
Bioacoustic 1,1,28008,35
Bioacoustic 1,1,28014,55
Bioacoustic 1,1,28020,5
Bioacoustic 1,1,28026,58
Bioacoustic 1,1,28032,13
Bioacoustic 1,1,28038,37
Bioacoustic 1,1,28044,54
Bioacoustic 1,1,28050,45
Bioacoustic 1,1,28056,46
Bioacoustic 1,1,28062,8
Bioacoustic 1,1,28068,31
Bioacoustic 1,1,28074,56
Bioacoustic 1,1,28080,29
Bioacoustic 1,1,28086,42
Bioacoustic 1,1,28092,55
Bioacoustic 1,1,28098,51
Bioacoustic 1,1,28104,31
Bioacoustic 1,1,28110,54
Bioacoustic 1,1,28116,57
Bioacoustic 1,1,28122,11
Bioacoustic 1,1,28128,13
Bioacoustic 1,1,28134,21
Bioacoustic 1,1,28140,9
Bioacoustic 1,1,28146,30
Bioacoustic 1,1,28152,44
Bioacoustic 1,1,28158,37
Bioacoustic 1,1,28164,35
Bioacoustic 1,1,28170,45
Bioacoustic 1,1,28176,21
Bioacoustic 1,1,28182,8
Bioacoustic 1,1,28188,37
Bioacoustic 1,1,28194,25
Bioacoustic 1,1,28200,44
Bioacoustic 1,1,28206,55
Bioacoustic 1,1,28212,53
Bioacoustic 1,1,28218,10
Bioacoustic 1,1,28224,41
Bioacoustic 1,1,28230,37
Bioacoustic 1,1,28236,46
Bioacoustic 1,1,28242,9
Bioacoustic 1,1,28248,48
Bioacoustic 1,1,28254,34
Bioacoustic 1,1,28260,39
Bioacoustic 1,1,28266,27
Bioacoustic 1,1,28272,33
Bioacoustic 1,1,28278,59
Bioacoustic 1,1,28284,59
Bioacoustic 1,1,28290,5
Bioacoustic 1,1,28296,58
Bioacoustic 1,1,28302,53
Bioacoustic 1,1,28308,18
Bioacoustic 1,1,28314,57
Bioacoustic 1,1,28320,39
Bioacoustic 1,1,28326,6
Bioacoustic 1,1,28332,5
Bioacoustic 1,1,28338,33
Bioacoustic 1,1,28344,31
Bioacoustic 1,1,28350,55
Bioacoustic 1,1,28356,20
Bioacoustic 1,1,28362,24
Bioacoustic 1,1,28368,7
Bioacoustic 1,1,28374,59
Bioacoustic 1,1,28380,29
Bioacoustic 1,1,28386,12
Bioacoustic 1,1,28392,42
Bioacoustic 1,1,28398,46
Bioacoustic 1,1,28404,34
Bioacoustic 1,1,28410,41
Bioacoustic 1,1,28416,58
Bioacoustic 1,1,28422,56
Bioacoustic 1,1,28428,35
Bioacoustic 1,1,28434,8
Bioacoustic 1,1,28440,59
Bioacoustic 1,1,28446,40
Bioacoustic 1,1,28452,28
Bioacoustic 1,1,28458,51
Bioacoustic 1,1,28464,8
Bioacoustic 1,1,28470,50
Bioacoustic 1,1,28476,37
Bioacoustic 1,1,28482,44
Bioacoustic 1,1,28488,43
Bioacoustic 1,1,28494,52
Bioacoustic 1,1,28500,10
Bioacoustic 1,1,28506,6
Bioacoustic 1,1,28512,21
Bioacoustic 1,1,28518,30
Bioacoustic 1,1,28524,17
Bioacoustic 1,1,28530,42
Bioacoustic 1,1,28536,23
Bioacoustic 1,1,28542,34
Bioacoustic 1,1,28548,14
Bioacoustic 1,1,28554,49
Bioacoustic 1,1,28560,28
Bioacoustic 1,1,28566,29
Bioacoustic 1,1,28572,42
Bioacoustic 1,1,28578,45
Bioacoustic 1,1,28584,53
Bioacoustic 1,1,28590,40
Bioacoustic 1,1,28596,11
Bioacoustic 1,1,28602,35
Bioacoustic 1,1,28608,50
Bioacoustic 1,1,28614,19
Bioacoustic 1,1,28620,48
Bioacoustic 1,1,28626,34
Bioacoustic 1,1,28632,32
Bioacoustic 1,1,28638,16
Bioacoustic 1,1,28644,31
Bioacoustic 1,1,28650,13
Bioacoustic 1,1,28656,49
Bioacoustic 1,1,28662,37
Bioacoustic 1,1,28668,22
Bioacoustic 1,1,28674,56
Bioacoustic 1,1,28680,44
Bioacoustic 1,1,28686,54
Bioacoustic 1,1,28692,29
Bioacoustic 1,1,28698,51
Bioacoustic 1,1,28704,26
Bioacoustic 1,1,28710,7
Bioacoustic 1,1,28716,26
Bioacoustic 1,1,28722,58
Bioacoustic 1,1,28728,11
Bioacoustic 1,1,28734,28
Bioacoustic 1,1,28740,44
Bioacoustic 1,1,28746,44
Bioacoustic 1,1,28752,26
Bioacoustic 1,1,28758,46
Bioacoustic 1,1,28764,19
Bioacoustic 1,1,28770,54
Bioacoustic 1,1,28776,44
Bioacoustic 1,1,28782,11
Bioacoustic 1,1,28788,34
Bioacoustic 1,1,28794,10
Bioacoustic 1,1,28800,51
Bioacoustic 1,1,28806,54
Bioacoustic 1,1,28812,18
Bioacoustic 1,1,28818,28
Bioacoustic 1,1,28824,48
Bioacoustic 1,1,28830,49
Bioacoustic 1,1,28836,47
Bioacoustic 1,1,28842,40
Bioacoustic 1,1,28848,16
Bioacoustic 1,1,28854,23
Bioacoustic 1,1,28860,11
Bioacoustic 1,1,28866,44
Bioacoustic 1,1,28872,7
Bioacoustic 1,1,28878,10
Bioacoustic 1,1,28884,30
Bioacoustic 1,1,28890,27
Bioacoustic 1,1,28896,57
Bioacoustic 1,1,28902,42
Bioacoustic 1,1,28908,9
Bioacoustic 1,1,28914,55
Bioacoustic 1,1,28920,27
Bioacoustic 1,1,28926,58
Bioacoustic 1,1,28932,40
Bioacoustic 1,1,28938,51
Bioacoustic 1,1,28944,28
Bioacoustic 1,1,28950,45
Bioacoustic 1,1,28956,50
Bioacoustic 1,1,28962,60
Bioacoustic 1,1,28968,37
Bioacoustic 1,1,28974,32
Bioacoustic 1,1,28980,34
Bioacoustic 1,1,28986,10
Bioacoustic 1,1,28992,30
Bioacoustic 1,1,28998,13
Bioacoustic 1,1,29004,15
Bioacoustic 1,1,29010,12
Bioacoustic 1,1,29016,19
Bioacoustic 1,1,29022,17
Bioacoustic 1,1,29028,56
Bioacoustic 1,1,29034,31
Bioacoustic 1,1,29040,54
Bioacoustic 1,1,29046,47
Bioacoustic 1,1,29052,34
Bioacoustic 1,1,29058,53
Bioacoustic 1,1,29064,60
Bioacoustic 1,1,29070,44
Bioacoustic 1,1,29076,24
Bioacoustic 1,1,29082,21
Bioacoustic 1,1,29088,32
Bioacoustic 1,1,29094,9
Bioacoustic 1,1,29100,7
Bioacoustic 1,1,29106,60
Bioacoustic 1,1,29112,21
Bioacoustic 1,1,29118,14
Bioacoustic 1,1,29124,32
Bioacoustic 1,1,29130,25
Bioacoustic 1,1,29136,27
Bioacoustic 1,1,29142,10
Bioacoustic 1,1,29148,60
Bioacoustic 1,1,29154,27
Bioacoustic 1,1,29160,37
Bioacoustic 1,1,29166,40
Bioacoustic 1,1,29172,30
Bioacoustic 1,1,29178,30
Bioacoustic 1,1,29184,6
Bioacoustic 1,1,29190,15
Bioacoustic 1,1,29196,45
Bioacoustic 1,1,29202,54
Bioacoustic 1,1,29208,38
Bioacoustic 1,1,29214,26
Bioacoustic 1,1,29220,17
Bioacoustic 1,1,29226,19
Bioacoustic 1,1,29232,34
Bioacoustic 1,1,29238,57
Bioacoustic 1,1,29244,33
Bioacoustic 1,1,29250,33
Bioacoustic 1,1,29256,45
Bioacoustic 1,1,29262,42
Bioacoustic 1,1,29268,5
Bioacoustic 1,1,29274,34
Bioacoustic 1,1,29280,36
Bioacoustic 1,1,29286,60
Bioacoustic 1,1,29292,32
Bioacoustic 1,1,29298,5
Bioacoustic 1,1,29304,11
Bioacoustic 1,1,29310,27
Bioacoustic 1,1,29316,58
Bioacoustic 1,1,29322,8
Bioacoustic 1,1,29328,19
Bioacoustic 1,1,29334,45
Bioacoustic 1,1,29340,55
Bioacoustic 1,1,29346,52
Bioacoustic 1,1,29352,26
Bioacoustic 1,1,29358,28
Bioacoustic 1,1,29364,51
Bioacoustic 1,1,29370,57
Bioacoustic 1,1,29376,14
Bioacoustic 1,1,29382,13
Bioacoustic 1,1,29388,55
Bioacoustic 1,1,29394,8
Bioacoustic 1,1,29400,29
Bioacoustic 1,1,29406,15
Bioacoustic 1,1,29412,41
Bioacoustic 1,1,29418,15
Bioacoustic 1,1,29424,10
Bioacoustic 1,1,29430,22
Bioacoustic 1,1,29436,32
Bioacoustic 1,1,29442,19
Bioacoustic 1,1,29448,17
Bioacoustic 1,1,29454,60
Bioacoustic 1,1,29460,7
Bioacoustic 1,1,29466,56
Bioacoustic 1,1,29472,20
Bioacoustic 1,1,29478,8
Bioacoustic 1,1,29484,8
Bioacoustic 1,1,29490,27
Bioacoustic 1,1,29496,49
Bioacoustic 1,1,29502,36
Bioacoustic 1,1,29508,46
Bioacoustic 1,1,29514,21
Bioacoustic 1,1,29520,13
Bioacoustic 1,1,29526,49
Bioacoustic 1,1,29532,14
Bioacoustic 1,1,29538,16
Bioacoustic 1,1,29544,31
Bioacoustic 1,1,29550,43
Bioacoustic 1,1,29556,52
Bioacoustic 1,1,29562,16
Bioacoustic 1,1,29568,17
Bioacoustic 1,1,29574,57
Bioacoustic 1,1,29580,56
Bioacoustic 1,1,29586,40
Bioacoustic 1,1,29592,30
Bioacoustic 1,1,29598,18
Bioacoustic 1,1,29604,43
Bioacoustic 1,1,29610,40
Bioacoustic 1,1,29616,11
Bioacoustic 1,1,29622,45
Bioacoustic 1,1,29628,42
Bioacoustic 1,1,29634,20
Bioacoustic 1,1,29640,8
Bioacoustic 1,1,29646,43
Bioacoustic 1,1,29652,48
Bioacoustic 1,1,29658,16
Bioacoustic 1,1,29664,31
Bioacoustic 1,1,29670,52
Bioacoustic 1,1,29676,60
Bioacoustic 1,1,29682,53
Bioacoustic 1,1,29688,39
Bioacoustic 1,1,29694,52
Bioacoustic 1,1,29700,15
Bioacoustic 1,1,29706,25
Bioacoustic 1,1,29712,51
Bioacoustic 1,1,29718,20
Bioacoustic 1,1,29724,49
Bioacoustic 1,1,29730,35
Bioacoustic 1,1,29736,29
Bioacoustic 1,1,29742,53
Bioacoustic 1,1,29748,50
Bioacoustic 1,1,29754,8
Bioacoustic 1,1,29760,19
Bioacoustic 1,1,29766,25
Bioacoustic 1,1,29772,5
Bioacoustic 1,1,29778,60
Bioacoustic 1,1,29784,60
Bioacoustic 1,1,29790,34
Bioacoustic 1,1,29796,56
Bioacoustic 1,1,29802,18
Bioacoustic 1,1,29808,53
Bioacoustic 1,1,29814,15
Bioacoustic 1,1,29820,33
Bioacoustic 1,1,29826,13
Bioacoustic 1,1,29832,12
Bioacoustic 1,1,29838,48
Bioacoustic 1,1,29844,6
Bioacoustic 1,1,29850,45
Bioacoustic 1,1,29856,22
Bioacoustic 1,1,29862,48
Bioacoustic 1,1,29868,35
Bioacoustic 1,1,29874,41
Bioacoustic 1,1,29880,59
Bioacoustic 1,1,29886,50
Bioacoustic 1,1,29892,41
Bioacoustic 1,1,29898,7
Bioacoustic 1,1,29904,39
Bioacoustic 1,1,29910,15
Bioacoustic 1,1,29916,50
Bioacoustic 1,1,29922,52
Bioacoustic 1,1,29928,18
Bioacoustic 1,1,29934,44
Bioacoustic 1,1,29940,33
Bioacoustic 1,1,29946,27
Bioacoustic 1,1,29952,10
Bioacoustic 1,1,29958,52
Bioacoustic 1,1,29964,38
Bioacoustic 1,1,29970,51
Bioacoustic 1,1,29976,57
Bioacoustic 1,1,29982,36
Bioacoustic 1,1,29988,57
Bioacoustic 1,1,29994,27
Bioacoustic 1,1,30000,30
Bioacoustic 1,1,30006,50
Bioacoustic 1,1,30012,10
Bioacoustic 1,1,30018,47
Bioacoustic 1,1,30024,28
Bioacoustic 1,1,30030,31
Bioacoustic 1,1,30036,10
Bioacoustic 1,1,30042,37
Bioacoustic 1,1,30048,24
Bioacoustic 1,1,30054,47
Bioacoustic 1,1,30060,38
Bioacoustic 1,1,30066,18
Bioacoustic 1,1,30072,7
Bioacoustic 1,1,30078,55
Bioacoustic 1,1,30084,6
Bioacoustic 1,1,30090,33
Bioacoustic 1,1,30096,58
Bioacoustic 1,1,30102,60
Bioacoustic 1,1,30108,53
Bioacoustic 1,1,30114,14
Bioacoustic 1,1,30120,7
Bioacoustic 1,1,30126,18
Bioacoustic 1,1,30132,46
Bioacoustic 1,1,30138,32
Bioacoustic 1,1,30144,23
Bioacoustic 1,1,30150,6
Bioacoustic 1,1,30156,33
Bioacoustic 1,1,30162,60
Bioacoustic 1,1,30168,32
Bioacoustic 1,1,30174,60
Bioacoustic 1,1,30180,40
Bioacoustic 1,1,30186,9
Bioacoustic 1,1,30192,60
Bioacoustic 1,1,30198,22
Bioacoustic 1,1,30204,7
Bioacoustic 1,1,30210,50
Bioacoustic 1,1,30216,45
Bioacoustic 1,1,30222,53
Bioacoustic 1,1,30228,46
Bioacoustic 1,1,30234,5
Bioacoustic 1,1,30240,47
Bioacoustic 1,1,30246,7
Bioacoustic 1,1,30252,29
Bioacoustic 1,1,30258,30
Bioacoustic 1,1,30264,8
Bioacoustic 1,1,30270,16
Bioacoustic 1,1,30276,51
Bioacoustic 1,1,30282,40
Bioacoustic 1,1,30288,16
Bioacoustic 1,1,30294,35
Bioacoustic 1,1,30300,40
Bioacoustic 1,1,30306,21
Bioacoustic 1,1,30312,15
Bioacoustic 1,1,30318,51
Bioacoustic 1,1,30324,45
Bioacoustic 1,1,30330,56
Bioacoustic 1,1,30336,24
Bioacoustic 1,1,30342,11
Bioacoustic 1,1,30348,22
Bioacoustic 1,1,30354,5
Bioacoustic 1,1,30360,40
Bioacoustic 1,1,30366,24
Bioacoustic 1,1,30372,37
Bioacoustic 1,1,30378,48
Bioacoustic 1,1,30384,24
Bioacoustic 1,1,30390,32
Bioacoustic 1,1,30396,44
Bioacoustic 1,1,30402,42
Bioacoustic 1,1,30408,18
Bioacoustic 1,1,30414,32
Bioacoustic 1,1,30420,58
Bioacoustic 1,1,30426,35
Bioacoustic 1,1,30432,27
Bioacoustic 1,1,30438,26
Bioacoustic 1,1,30444,18
Bioacoustic 1,1,30450,12
Bioacoustic 1,1,30456,10
Bioacoustic 1,1,30462,24
Bioacoustic 1,1,30468,34
Bioacoustic 1,1,30474,45
Bioacoustic 1,1,30480,26
Bioacoustic 1,1,30486,56
Bioacoustic 1,1,30492,21
Bioacoustic 1,1,30498,58
Bioacoustic 1,1,30504,57
Bioacoustic 1,1,30510,37
Bioacoustic 1,1,30516,19
Bioacoustic 1,1,30522,10
Bioacoustic 1,1,30528,59
Bioacoustic 1,1,30534,47
Bioacoustic 1,1,30540,58
Bioacoustic 1,1,30546,16
Bioacoustic 1,1,30552,35
Bioacoustic 1,1,30558,50
Bioacoustic 1,1,30564,51
Bioacoustic 1,1,30570,29
Bioacoustic 1,1,30576,21
Bioacoustic 1,1,30582,39
Bioacoustic 1,1,30588,16
Bioacoustic 1,1,30594,40
Bioacoustic 1,1,30600,46
Bioacoustic 1,1,30606,41
