Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Mycetophilidae;Docosia;Docosia fuscipes;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Cacopsylla;Cacopsylla melanoneura;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tachinidae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Mycetophilidae;Acnemia;Acnemia amoena;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Dolichopus;Dolichopus nigricornis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Lauxaniidae;Homoneura;Homoneura notata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Anthomyiidae;Mycophaga;Mycophaga testacea;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;Atrichopogon;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Cratyna;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Scatopsidae;Apiloscatopse;Apiloscatopse picea;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Fanniidae;Fannia;Fannia aequilineata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Empididae;Empis;Empis aestiva;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Stratiomyidae;Pachygaster;Pachygaster atra;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Helophilus;Helophilus pendulus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Xylophagidae;Xylophagus;Xylophagus ater;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Trichosia;Trichosia splendens;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Nephrotoma;Nephrotoma cornicina;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Hepialidae;Triodia;Triodia sylvina;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Agromyzidae;Melanagromyza;Melanagromyza aenea;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Cratyna;Cratyna keilini;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Phlogophora;Phlogophora meticulosa;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Phaonia;Phaonia pallida;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Anisopodidae;Sylvicola;Sylvicola zetterstedti;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Bibionidae;Bibio;Bibio varipes;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Opomyzidae;Opomyza;Opomyza punctata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Phaonia;Phaonia errans;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tachinidae;Siphona;Siphona geniculata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Apamea;Apamea monoglypha;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Phoridae;Megaselia;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Nabidae;Nabis;Nabis pseudoferus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;Chorthippus parallelus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Empididae;Hilara;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Heleomyzidae;Eccoptomera;Eccoptomera pallescens;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Asilidae;Tolmerus;Tolmerus atricapillus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Scatopsciara;Scatopsciara fluviatiliformis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Gymnometriocnemus;Gymnometriocnemus brumalis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Idiocerus;Idiocerus stigmaticalis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Bibionidae;Bibio;Bibio marci;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Cicadula;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Heleomyzidae;Suillia;Suillia vaginata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Rhagionidae;Rhagio;Rhagio lineola;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sphaeroceridae;Spelobia;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Eudonia;Eudonia truncicolella;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Sciara;Sciara hemerobioides;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tabanidae;Tabanus;Tabanus bromius;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Eupeodes;Eupeodes luniger;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Crambus;Crambus lathoniellus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Anthomyiidae;Pegoplata;Pegoplata nigroscutellata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Muscina;Muscina levida;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Harmonia;Harmonia axyridis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Episyrphus;Episyrphus viridaureus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Phoridae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Lauxaniidae;Calliopum;Calliopum simillimum;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Arachnida;Opiliones;Phalangiidae;Phalangium;Phalangium opilio;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Diastatidae;Diastata;Diastata fuscula;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Coleoptera;Cantharidae;Cantharis;Cantharis obscura;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Bradysia;Bradysia regularis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Thymelicus;Thymelicus lineola;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;Forcipomyia;Forcipomyia aristolochiae;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Hebecnema;Hebecnema vespertina;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Dolichopus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Chloropidae;Thaumatomyia;Thaumatomyia notata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Hybotidae;Hybos;Hybos femoratus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Empoasca;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Chloropidae;Chlorops;Chlorops serenus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Corynoptera;Corynoptera subparvula;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Coleoptera;Cerambycidae;Rhagium;Rhagium mordax;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Musca;Musca autumnalis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Dolichopus;Dolichopus plumipes;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Anthomyiidae;Delia;Delia criniventris;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;Divellepidosis;Divellepidosis vulgata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
